지점번호,지점명,관측시각,기온(C),풍속(m/s),풍향(deg),일사량(MJ/m2),일조시간(hr),전운량(0-10)
189,서귀포,2022-11-12 18:00,21.9,0.1,0,,0,10
189,서귀포,2022-11-12 19:00,20.2,2.6,230,,,10
189,서귀포,2022-11-12 20:00,20.6,2,230,,,10
189,서귀포,2022-11-12 21:00,20.9,1.3,270,,,10
189,서귀포,2022-11-12 22:00,20.9,1.1,230,,,8
189,서귀포,2022-11-12 23:00,21.1,0.9,250,,,7
189,서귀포,2022-11-13 0:00,21.3,2.2,200,,,9
189,서귀포,2022-11-13 1:00,21,1.4,270,,,10
189,서귀포,2022-11-13 2:00,20.8,2.6,230,,,10
189,서귀포,2022-11-13 3:00,20.4,2.2,250,,,10
189,서귀포,2022-11-13 4:00,20,1.5,270,,,10
189,서귀포,2022-11-13 5:00,19.6,0.9,250,,,4
189,서귀포,2022-11-13 6:00,20.4,1.2,320,,,1
189,서귀포,2022-11-13 7:00,19.8,1.6,20,,,1
189,서귀포,2022-11-13 8:00,21.1,1.4,320,,0.3,2
189,서귀포,2022-11-13 9:00,20,0.4,0,,1,1
189,서귀포,2022-11-13 10:00,20.3,1.9,50,,1,0
189,서귀포,2022-11-13 11:00,24.1,2.1,340,,1,2
189,서귀포,2022-11-13 12:00,22.7,1.4,50,,1,3
189,서귀포,2022-11-13 13:00,18.7,1.8,90,,1,6
189,서귀포,2022-11-13 14:00,18.3,2.5,50,,0.9,8
189,서귀포,2022-11-13 15:00,17,1.4,160,,0.1,7
189,서귀포,2022-11-13 16:00,17.1,2,20,,0.8,3
189,서귀포,2022-11-13 17:00,15.9,2,180,,1,6
189,서귀포,2022-11-13 18:00,14.8,1.8,50,,0.2,7
189,서귀포,2022-11-13 19:00,14.7,1.5,50,,,7
189,서귀포,2022-11-13 20:00,13.8,2.2,50,,,7
189,서귀포,2022-11-13 21:00,13.7,1.4,360,,,7
189,서귀포,2022-11-13 22:00,13.7,0.7,250,,,9
189,서귀포,2022-11-13 23:00,13.4,1.5,360,,,8
189,서귀포,2022-11-14 0:00,13.7,1.7,50,,,4
189,서귀포,2022-11-14 1:00,13.2,1.4,20,,,7
189,서귀포,2022-11-14 2:00,13.2,1.2,360,,,8
189,서귀포,2022-11-14 3:00,13.7,0.2,0,,,9
189,서귀포,2022-11-14 4:00,13.3,0.5,340,,,8
189,서귀포,2022-11-14 5:00,13.3,1.2,360,,,10
189,서귀포,2022-11-14 6:00,13.8,0.8,360,,,8
189,서귀포,2022-11-14 7:00,13.4,0.5,360,,,3
189,서귀포,2022-11-14 8:00,13.3,1.1,360,,0,5
189,서귀포,2022-11-14 9:00,14.8,0.5,360,,0,7
189,서귀포,2022-11-14 10:00,16.2,0.8,360,,0.2,5
189,서귀포,2022-11-14 11:00,16.8,1.6,200,,0.9,4
189,서귀포,2022-11-14 12:00,16.8,2,180,,0.9,3
189,서귀포,2022-11-14 13:00,18.1,2.1,180,,1,2
189,서귀포,2022-11-14 14:00,17.9,1.4,180,,1,2
189,서귀포,2022-11-14 15:00,17.9,1.6,180,,1,3
189,서귀포,2022-11-14 16:00,17.7,0.6,160,,1,4
189,서귀포,2022-11-14 17:00,16.8,1.4,70,,1,7
189,서귀포,2022-11-14 18:00,15.3,0.4,0,,0.3,8
189,서귀포,2022-11-14 19:00,15.2,0.5,160,,,10
189,서귀포,2022-11-14 20:00,15.3,0.5,50,,,10
189,서귀포,2022-11-14 21:00,15.1,0.5,70,,,8
189,서귀포,2022-11-14 22:00,14.1,0.9,20,,,5
189,서귀포,2022-11-14 23:00,13.1,1.8,360,,,6
189,서귀포,2022-11-15 0:00,13,1.1,360,,,4
189,서귀포,2022-11-15 1:00,12.2,1.4,360,,,10
189,서귀포,2022-11-15 2:00,11.6,1.6,20,,,10
189,서귀포,2022-11-15 3:00,11.5,1.3,20,,,2
189,서귀포,2022-11-15 4:00,11.4,1.4,20,,,3
189,서귀포,2022-11-15 5:00,10.8,2.1,20,,,6
189,서귀포,2022-11-15 6:00,11.8,1.1,360,,,7
189,서귀포,2022-11-15 7:00,12,0.8,360,,,8
189,서귀포,2022-11-15 8:00,12.3,1.5,360,,0.1,7
189,서귀포,2022-11-15 9:00,14.3,0.4,0,,0.9,7
189,서귀포,2022-11-15 10:00,14.2,1.3,200,,0.5,6
189,서귀포,2022-11-15 11:00,15.2,1.7,180,,0.5,7
189,서귀포,2022-11-15 12:00,16.1,2.5,200,,0.9,5
189,서귀포,2022-11-15 13:00,16.7,2.3,180,,1,4
189,서귀포,2022-11-15 14:00,16.4,1.5,180,,1,4
189,서귀포,2022-11-15 15:00,16.9,1,70,,1,3
189,서귀포,2022-11-15 16:00,16.1,1.2,70,,1,2
189,서귀포,2022-11-15 17:00,15.4,2.1,70,,1,1
189,서귀포,2022-11-15 18:00,14.5,0.8,20,,0.2,1
189,서귀포,2022-11-15 19:00,13.3,0.7,360,,,0
189,서귀포,2022-11-15 20:00,12.4,1.5,360,,,0
189,서귀포,2022-11-15 21:00,12.4,1,360,,,0
189,서귀포,2022-11-15 22:00,11.9,1.2,360,,,0
189,서귀포,2022-11-15 23:00,11.5,1.4,20,,,0
189,서귀포,2022-11-16 0:00,11.1,1.2,360,,,0
189,서귀포,2022-11-16 1:00,10.8,1.3,360,,,0
189,서귀포,2022-11-16 2:00,10.5,1.4,360,,,0
189,서귀포,2022-11-16 3:00,10.6,1.4,360,,,0
189,서귀포,2022-11-16 4:00,10.2,1.5,360,,,0
189,서귀포,2022-11-16 5:00,10.2,1,360,,,0
189,서귀포,2022-11-16 6:00,10.5,1,340,,,0
189,서귀포,2022-11-16 7:00,9.9,1.1,340,,,0
189,서귀포,2022-11-16 8:00,11.9,0.4,0,,0.4,0
189,서귀포,2022-11-16 9:00,14.7,1.1,270,,1,0
189,서귀포,2022-11-16 10:00,16.5,1,270,,1,0
189,서귀포,2022-11-16 11:00,17.3,1.9,250,,1,0
189,서귀포,2022-11-16 12:00,18.6,2.1,250,,1,1
189,서귀포,2022-11-16 13:00,18.6,2.1,270,,1,2
189,서귀포,2022-11-16 14:00,18.5,2.3,250,,1,2
189,서귀포,2022-11-16 15:00,18.6,2.1,250,,1,1
189,서귀포,2022-11-16 16:00,17.6,2,250,,1,2
189,서귀포,2022-11-16 17:00,16.9,0.6,250,,1,0
189,서귀포,2022-11-16 18:00,15.5,1.1,360,,0.2,0
189,서귀포,2022-11-16 19:00,14.7,1.2,360,,,0
189,서귀포,2022-11-16 20:00,13.8,1.5,360,,,2
189,서귀포,2022-11-16 21:00,13.2,1.6,20,,,6
189,서귀포,2022-11-16 22:00,13.3,1.3,360,,,8
189,서귀포,2022-11-16 23:00,13.4,1.2,360,,,8
189,서귀포,2022-11-17 0:00,13.1,1.6,20,,,9
189,서귀포,2022-11-17 1:00,13.7,1.7,360,,,10
189,서귀포,2022-11-17 2:00,14,1.1,360,,,10
189,서귀포,2022-11-17 3:00,13.7,1.1,360,,,9
189,서귀포,2022-11-17 4:00,13.7,1.1,20,,,10
189,서귀포,2022-11-17 5:00,13.3,1.3,360,,,9
189,서귀포,2022-11-17 6:00,13.2,1.2,360,,,9
189,서귀포,2022-11-17 7:00,13.1,1.2,360,,,9
189,서귀포,2022-11-17 8:00,13.1,1,20,,0,9
189,서귀포,2022-11-17 9:00,14.5,0.8,360,,0,9
189,서귀포,2022-11-17 10:00,16.2,2,70,,0.4,8
189,서귀포,2022-11-17 11:00,16.8,1.4,50,,0.2,10
189,서귀포,2022-11-17 12:00,17.4,1,70,,0.2,8
189,서귀포,2022-11-17 13:00,17.6,1.2,180,,0.5,9
189,서귀포,2022-11-17 14:00,16.9,1.5,70,,0,10
189,서귀포,2022-11-17 15:00,16.7,1.1,70,,0,10
189,서귀포,2022-11-17 16:00,16.3,2.2,70,,0,10
189,서귀포,2022-11-17 17:00,15.7,2.3,70,,0,10
189,서귀포,2022-11-17 18:00,15.7,1.5,50,,0,10
189,서귀포,2022-11-17 19:00,16.1,1.7,20,,,5
189,서귀포,2022-11-17 20:00,16.2,1.9,50,,,9
189,서귀포,2022-11-17 21:00,16.4,2.3,20,,,10
189,서귀포,2022-11-17 22:00,16.5,2.1,20,,,8
189,서귀포,2022-11-17 23:00,16.4,2.1,20,,,9
189,서귀포,2022-11-18 0:00,16.4,2.1,20,,,10
189,서귀포,2022-11-18 1:00,16.4,2.4,20,,,9
189,서귀포,2022-11-18 2:00,16.1,2.9,20,,,8
189,서귀포,2022-11-18 3:00,16,2.9,50,,,10
189,서귀포,2022-11-18 4:00,16.1,2.7,20,,,10
189,서귀포,2022-11-18 5:00,16.2,2.9,20,,,7
189,서귀포,2022-11-18 6:00,16.2,3,20,,,8
189,서귀포,2022-11-18 7:00,15.9,3.2,20,,,5
189,서귀포,2022-11-18 8:00,15.9,3.1,20,,0.2,2
189,서귀포,2022-11-18 9:00,17.1,3,50,,1,5
189,서귀포,2022-11-18 10:00,18.3,2.6,50,,0.9,4
189,서귀포,2022-11-18 11:00,18.9,3.6,50,,0.9,6
189,서귀포,2022-11-18 12:00,19,3.5,70,,0.9,5
189,서귀포,2022-11-18 13:00,19.4,4,50,,1,4
189,서귀포,2022-11-18 14:00,19.3,3.8,70,,1,1
189,서귀포,2022-11-18 15:00,18.5,4,70,,0.7,7
189,서귀포,2022-11-18 16:00,18.1,3.7,50,,0.8,4
189,서귀포,2022-11-18 17:00,17.6,2.7,50,,0.4,4
189,서귀포,2022-11-18 18:00,16.8,2.5,50,,0.2,1
189,서귀포,2022-11-18 19:00,17,2.3,50,,,6
189,서귀포,2022-11-18 20:00,16.9,3,20,,,6
189,서귀포,2022-11-18 21:00,17,2.8,50,,,0
189,서귀포,2022-11-18 22:00,17,2.3,50,,,4
189,서귀포,2022-11-18 23:00,16.9,1.9,50,,,6
189,서귀포,2022-11-19 0:00,17,2.1,20,,,4
189,서귀포,2022-11-19 1:00,17.1,2.6,20,,,6
189,서귀포,2022-11-19 2:00,17.4,2.7,20,,,6
189,서귀포,2022-11-19 3:00,17.4,2.3,50,,,6
189,서귀포,2022-11-19 4:00,17.2,2.4,20,,,2
189,서귀포,2022-11-19 5:00,17.4,2.4,20,,,6
189,서귀포,2022-11-19 6:00,17,3.1,20,,,2
189,서귀포,2022-11-19 7:00,17,3.2,50,,,2
189,서귀포,2022-11-19 8:00,17.3,2.9,50,,0,5
189,서귀포,2022-11-19 9:00,17.7,3.2,50,,0,7
189,서귀포,2022-11-19 10:00,18.6,3,50,,0.7,7
189,서귀포,2022-11-19 11:00,19.6,3.3,50,,0.7,4
189,서귀포,2022-11-19 12:00,20.3,4.2,50,,1,4
189,서귀포,2022-11-19 13:00,20.7,3.5,70,,0.6,6
189,서귀포,2022-11-19 14:00,20.5,3.5,70,,1,6
189,서귀포,2022-11-19 15:00,19.7,4.1,50,,1,7
189,서귀포,2022-11-19 16:00,19.3,4.3,50,,1,2
189,서귀포,2022-11-19 17:00,18.7,2.8,50,,1,3
189,서귀포,2022-11-19 18:00,17.9,2.4,50,,0.1,1
189,서귀포,2022-11-19 19:00,17.7,2.4,50,,,5
189,서귀포,2022-11-19 20:00,17.6,2.1,20,,,3
189,서귀포,2022-11-19 21:00,17.9,2,50,,,4
189,서귀포,2022-11-19 22:00,17.9,1.8,20,,,9
189,서귀포,2022-11-19 23:00,17.8,2,20,,,8
189,서귀포,2022-11-20 0:00,17.5,1.9,20,,,2
189,서귀포,2022-11-20 1:00,17.3,1.7,20,,,8
189,서귀포,2022-11-20 2:00,17.4,2.1,20,,,8
189,서귀포,2022-11-20 3:00,17.6,2.7,50,,,9
189,서귀포,2022-11-20 4:00,17.5,2.1,50,,,9
189,서귀포,2022-11-20 5:00,17.5,2.9,50,,,10
189,서귀포,2022-11-20 6:00,17.4,2.3,50,,,10
189,서귀포,2022-11-20 7:00,16.8,2.3,50,,,10
189,서귀포,2022-11-20 8:00,16.5,2.6,20,,0,10
189,서귀포,2022-11-20 9:00,16.6,2.4,20,,0,10
189,서귀포,2022-11-20 10:00,15.7,3,50,,0,10
189,서귀포,2022-11-20 11:00,16.2,2.8,50,,0,10
189,서귀포,2022-11-20 12:00,15.3,2.7,20,,0,10
189,서귀포,2022-11-20 13:00,15.9,1.5,50,,0,10
189,서귀포,2022-11-20 14:00,16.2,2,50,,0,10
189,서귀포,2022-11-20 15:00,15.9,2.1,50,,0,10
189,서귀포,2022-11-20 16:00,15.6,2.3,50,,0,10
189,서귀포,2022-11-20 17:00,15.4,3.4,20,,0,10
189,서귀포,2022-11-20 18:00,15.3,2.2,50,,0,10
189,서귀포,2022-11-20 19:00,15.3,3,70,,,10
189,서귀포,2022-11-20 20:00,15.6,2.5,50,,,7
189,서귀포,2022-11-20 21:00,15.7,2.6,20,,,2
189,서귀포,2022-11-20 22:00,15.6,2.1,20,,,8
189,서귀포,2022-11-20 23:00,15.5,1.8,20,,,6
189,서귀포,2022-11-21 0:00,15.6,2.1,20,,,0
189,서귀포,2022-11-21 1:00,15.4,2,20,,,5
189,서귀포,2022-11-21 2:00,15.4,2,20,,,6
189,서귀포,2022-11-21 3:00,15.5,1.4,20,,,0
189,서귀포,2022-11-21 4:00,15.2,1.4,360,,,0
189,서귀포,2022-11-21 5:00,14.6,1.4,360,,,3
189,서귀포,2022-11-21 6:00,14.1,1.8,360,,,7
189,서귀포,2022-11-21 7:00,13.6,1.2,360,,,7
189,서귀포,2022-11-21 8:00,13.7,1.9,360,,0.2,6
189,서귀포,2022-11-21 9:00,16.3,0.4,0,,0.8,6
189,서귀포,2022-11-21 10:00,18.1,0.3,0,,1,7
189,서귀포,2022-11-21 11:00,19.2,0.9,70,,1,6
189,서귀포,2022-11-21 12:00,19.7,1.4,140,,1,4
189,서귀포,2022-11-21 13:00,20.2,1.6,180,,0.8,7
189,서귀포,2022-11-21 14:00,19.3,1.5,160,,0.6,7
189,서귀포,2022-11-21 15:00,19.3,1.5,160,,0.6,8
189,서귀포,2022-11-21 16:00,19.6,0.9,70,,1,4
189,서귀포,2022-11-21 17:00,18.1,1.2,70,,1,2
189,서귀포,2022-11-21 18:00,16.1,1.8,70,,0.1,0
189,서귀포,2022-11-21 19:00,16,1.6,50,,,0
189,서귀포,2022-11-21 20:00,15,1.3,360,,,3
189,서귀포,2022-11-21 21:00,14.6,1.2,20,,,5
189,서귀포,2022-11-21 22:00,13.7,2.3,360,,,8
189,서귀포,2022-11-21 23:00,14.9,1.1,360,,,10
189,서귀포,2022-11-22 0:00,14.4,1.5,20,,,9
189,서귀포,2022-11-22 1:00,14.7,1.7,360,,,7
189,서귀포,2022-11-22 2:00,14.3,1.9,360,,,10
189,서귀포,2022-11-22 3:00,15.1,1.3,360,,,9
189,서귀포,2022-11-22 4:00,14.9,1.7,20,,,9
189,서귀포,2022-11-22 5:00,15.2,1.4,360,,,10
189,서귀포,2022-11-22 6:00,14.9,1.7,20,,,10
189,서귀포,2022-11-22 7:00,15,1.9,360,,,10
189,서귀포,2022-11-22 8:00,16.4,2,70,,0,10
189,서귀포,2022-11-22 9:00,16.9,2.6,50,,0,10
189,서귀포,2022-11-22 10:00,17.1,2.2,50,,0,10
189,서귀포,2022-11-22 11:00,17.5,2.9,20,,0,10
189,서귀포,2022-11-22 12:00,17.5,1.7,20,,0,10
189,서귀포,2022-11-22 13:00,16.8,1.7,20,,0,10
189,서귀포,2022-11-22 14:00,17,1.7,20,,0,10
189,서귀포,2022-11-22 15:00,17.4,2.2,20,,0,10
189,서귀포,2022-11-22 16:00,17.7,1.8,20,,0,10
189,서귀포,2022-11-22 17:00,17.1,1.9,50,,0,10
189,서귀포,2022-11-22 18:00,17,2.1,20,,0,10
189,서귀포,2022-11-22 19:00,16.2,2.4,50,,,9
189,서귀포,2022-11-22 20:00,15.7,3.1,50,,,2
189,서귀포,2022-11-22 21:00,15.7,3.1,20,,,10
189,서귀포,2022-11-22 22:00,15.8,3.1,20,,,2
189,서귀포,2022-11-22 23:00,15.9,2.9,50,,,7
189,서귀포,2022-11-23 0:00,15.6,2.7,50,,,10
189,서귀포,2022-11-23 1:00,16,2.5,50,,,10
189,서귀포,2022-11-23 2:00,15.6,2.2,20,,,10
189,서귀포,2022-11-23 3:00,15.2,1,70,,,10
189,서귀포,2022-11-23 4:00,15.4,0.8,320,,,10
189,서귀포,2022-11-23 5:00,15.3,1.4,20,,,10
189,서귀포,2022-11-23 6:00,15.7,0.7,20,,,10
189,서귀포,2022-11-23 7:00,15.6,0.7,360,,,10
189,서귀포,2022-11-23 8:00,16.1,0.8,320,,0,10
189,서귀포,2022-11-23 9:00,16.6,0.2,0,,0,10
189,서귀포,2022-11-23 10:00,17.9,0.4,0,,0.2,9
189,서귀포,2022-11-23 11:00,17.9,1.3,200,,0.5,9
189,서귀포,2022-11-23 12:00,19.3,0.9,200,,0.4,6
189,서귀포,2022-11-23 13:00,19.6,3.3,200,,0.8,5
189,서귀포,2022-11-23 14:00,19.6,2.2,180,,1,3
189,서귀포,2022-11-23 15:00,18.9,2.4,230,,1,3
189,서귀포,2022-11-23 16:00,18.7,1.1,160,,1,3
189,서귀포,2022-11-23 17:00,17.4,1.3,180,,1,3
189,서귀포,2022-11-23 18:00,16.2,0.7,90,,0.2,0
189,서귀포,2022-11-23 19:00,15.6,0.6,320,,,0
189,서귀포,2022-11-23 20:00,16.5,2,230,,,7
189,서귀포,2022-11-23 21:00,15.6,1,340,,,6
189,서귀포,2022-11-23 22:00,14.2,1.4,360,,,5
189,서귀포,2022-11-23 23:00,15.1,1,360,,,9
189,서귀포,2022-11-24 0:00,14.3,1.6,360,,,7
189,서귀포,2022-11-24 1:00,13,2,360,,,4
189,서귀포,2022-11-24 2:00,12.6,2.3,360,,,5
189,서귀포,2022-11-24 3:00,12.3,2,360,,,6
189,서귀포,2022-11-24 4:00,12.9,1.1,340,,,4
189,서귀포,2022-11-24 5:00,12.7,1.7,360,,,4
189,서귀포,2022-11-24 6:00,12,2.1,20,,,0
189,서귀포,2022-11-24 7:00,12.2,1.8,360,,,0
189,서귀포,2022-11-24 8:00,13.9,1.3,320,,0.3,5
189,서귀포,2022-11-24 9:00,15.9,0.8,340,,1,3
189,서귀포,2022-11-24 10:00,18.1,0.8,270,,1,7
189,서귀포,2022-11-24 11:00,18.7,1.6,200,,1,0
189,서귀포,2022-11-24 12:00,18.8,1.4,180,,1,4
189,서귀포,2022-11-24 13:00,20,1.8,180,,1,5
189,서귀포,2022-11-24 14:00,19.3,2,200,,1,0
189,서귀포,2022-11-24 15:00,19.8,2.5,200,,1,0
189,서귀포,2022-11-24 16:00,18.6,2,180,,1,0
189,서귀포,2022-11-24 17:00,17.6,1.9,180,,1,0
189,서귀포,2022-11-24 18:00,16.6,1,200,,0.2,0
189,서귀포,2022-11-24 19:00,14.7,1.5,360,,,0
189,서귀포,2022-11-24 20:00,14.4,1.6,360,,,0
189,서귀포,2022-11-24 21:00,14.3,1.8,360,,,0
189,서귀포,2022-11-24 22:00,13.7,2,360,,,0
189,서귀포,2022-11-24 23:00,13.6,2.2,360,,,0
189,서귀포,2022-11-25 0:00,13.6,1.9,360,,,0
189,서귀포,2022-11-25 1:00,13.2,1.1,50,,,0
189,서귀포,2022-11-25 2:00,12.7,1.4,360,,,0
189,서귀포,2022-11-25 3:00,11.7,2,360,,,1
189,서귀포,2022-11-25 4:00,11.9,0.7,360,,,2
189,서귀포,2022-11-25 5:00,10.7,1.9,360,,,0
189,서귀포,2022-11-25 6:00,11.6,2.3,360,,,0
189,서귀포,2022-11-25 7:00,12.4,2.1,20,,,2
189,서귀포,2022-11-25 8:00,13.1,2.2,20,,0,7
189,서귀포,2022-11-25 9:00,15.4,1.7,20,,0.6,6
189,서귀포,2022-11-25 10:00,17.8,1.5,20,,0.9,7
189,서귀포,2022-11-25 11:00,18.5,0.7,160,,1,7
189,서귀포,2022-11-25 12:00,19,1,180,,1,4
189,서귀포,2022-11-25 13:00,20,1.1,230,,1,6
189,서귀포,2022-11-25 14:00,19.2,1,250,,0.7,6
189,서귀포,2022-11-25 15:00,19.1,1.9,200,,0.7,5
189,서귀포,2022-11-25 16:00,19.3,2.1,230,,0.7,5
189,서귀포,2022-11-25 17:00,18.5,1,250,,0.7,2
189,서귀포,2022-11-25 18:00,17.5,0.7,340,,0,1
189,서귀포,2022-11-25 19:00,16.8,0.4,0,,,3
189,서귀포,2022-11-25 20:00,16.8,1.2,360,,,8
189,서귀포,2022-11-25 21:00,16.4,0.9,360,,,9
189,서귀포,2022-11-25 22:00,16.4,0.5,320,,,8
189,서귀포,2022-11-25 23:00,16.2,0.8,340,,,8
189,서귀포,2022-11-26 0:00,16.3,0.3,0,,,9
189,서귀포,2022-11-26 1:00,16.7,0.6,320,,,8
189,서귀포,2022-11-26 2:00,14.9,1.6,360,,,7
189,서귀포,2022-11-26 3:00,14.5,1.4,360,,,7
189,서귀포,2022-11-26 4:00,14.1,1.6,360,,,4
189,서귀포,2022-11-26 5:00,13.5,1.7,360,,,0
189,서귀포,2022-11-26 6:00,13.3,1.6,360,,,0
189,서귀포,2022-11-26 7:00,13.2,1.6,360,,,0
189,서귀포,2022-11-26 8:00,13.7,1.6,360,,0.2,0
189,서귀포,2022-11-26 9:00,16.3,0.6,360,,1,0
189,서귀포,2022-11-26 10:00,18.6,0.7,180,,1,4
189,서귀포,2022-11-26 11:00,19.7,2.3,200,,1,4
189,서귀포,2022-11-26 12:00,20.2,2.3,180,,1,2
189,서귀포,2022-11-26 13:00,20,1.3,140,,1,5
189,서귀포,2022-11-26 14:00,20.1,1.8,160,,1,3
189,서귀포,2022-11-26 15:00,19.9,1.8,180,,1,5
189,서귀포,2022-11-26 16:00,19.7,1.9,180,,1,2
189,서귀포,2022-11-26 17:00,18.2,1.7,180,,1,1
189,서귀포,2022-11-26 18:00,17.2,0.2,0,,0.2,0
189,서귀포,2022-11-26 19:00,16.1,1.1,360,,,0
189,서귀포,2022-11-26 20:00,15.6,1.6,20,,,0
189,서귀포,2022-11-26 21:00,14.8,1.5,360,,,0
189,서귀포,2022-11-26 22:00,13.9,0.2,0,,,0
189,서귀포,2022-11-26 23:00,14.2,0.8,360,,,0
189,서귀포,2022-11-27 0:00,14,0.8,360,,,0
189,서귀포,2022-11-27 1:00,13.1,1.5,360,,,0
189,서귀포,2022-11-27 2:00,12.6,1.6,360,,,0
189,서귀포,2022-11-27 3:00,12.3,1.7,360,,,0
189,서귀포,2022-11-27 4:00,12,1.8,360,,,0
189,서귀포,2022-11-27 5:00,11.9,1.6,360,,,0
189,서귀포,2022-11-27 6:00,12,1.7,360,,,0
189,서귀포,2022-11-27 7:00,11.7,1.6,360,,,0
189,서귀포,2022-11-27 8:00,11.9,1.5,360,,0.1,0
189,서귀포,2022-11-27 9:00,14.6,0.7,360,,1,0
189,서귀포,2022-11-27 10:00,16.3,1.4,160,,1,6
189,서귀포,2022-11-27 11:00,17.3,1.4,160,,1,6
189,서귀포,2022-11-27 12:00,17.7,1.5,180,,1,7
189,서귀포,2022-11-27 13:00,18.1,1,140,,1,10
189,서귀포,2022-11-27 14:00,17.9,1,110,,1,10
189,서귀포,2022-11-27 15:00,17.8,1,70,,0.4,10
189,서귀포,2022-11-27 16:00,17.6,1.3,50,,0,10
189,서귀포,2022-11-27 17:00,16.9,1.4,20,,0,10
189,서귀포,2022-11-27 18:00,16.6,1.8,20,,0,10
189,서귀포,2022-11-27 19:00,16.7,1.6,20,,,10
189,서귀포,2022-11-27 20:00,16.9,1.5,20,,,10
189,서귀포,2022-11-27 21:00,17.1,1.8,20,,,10
189,서귀포,2022-11-27 22:00,17.4,1.8,20,,,10
189,서귀포,2022-11-27 23:00,18,2,20,,,4
189,서귀포,2022-11-28 0:00,18.2,1.5,20,,,10
189,서귀포,2022-11-28 1:00,18.7,1.8,50,,,10
189,서귀포,2022-11-28 2:00,18.5,1.6,50,,,10
189,서귀포,2022-11-28 3:00,18.7,1.5,20,,,10
189,서귀포,2022-11-28 4:00,18.8,1.5,20,,,10
189,서귀포,2022-11-28 5:00,19.3,1.6,20,,,10
189,서귀포,2022-11-28 6:00,18.8,2.8,250,,,10
189,서귀포,2022-11-28 7:00,19.7,2.2,110,,,10
189,서귀포,2022-11-28 8:00,18.7,1.3,360,,0,10
189,서귀포,2022-11-28 9:00,20.2,1.8,250,,0,9
189,서귀포,2022-11-28 10:00,21,0.5,340,,0,8
189,서귀포,2022-11-28 11:00,22,0.6,250,,0.2,9
189,서귀포,2022-11-28 12:00,21.9,0.5,290,,0,9
189,서귀포,2022-11-28 13:00,22.2,0.9,200,,0,10
189,서귀포,2022-11-28 14:00,22.1,3.6,180,,0,9
189,서귀포,2022-11-28 15:00,22.5,1.4,180,,0.5,10
189,서귀포,2022-11-28 16:00,22.1,0.8,200,,0,10
189,서귀포,2022-11-28 17:00,21.4,4.2,200,,0,10
189,서귀포,2022-11-28 18:00,21.8,4.6,180,,0,10
189,서귀포,2022-11-28 19:00,21.7,2.3,200,,,10
189,서귀포,2022-11-28 20:00,21.7,5.1,180,,,10
189,서귀포,2022-11-28 21:00,20.8,4.4,180,,,10
189,서귀포,2022-11-28 22:00,20.6,2.7,180,,,10
189,서귀포,2022-11-28 23:00,20.6,2.5,250,,,10
189,서귀포,2022-11-29 0:00,20.8,4.5,230,,,10
189,서귀포,2022-11-29 1:00,20.8,5.4,230,,,10
189,서귀포,2022-11-29 2:00,20.1,2.8,250,,,10
189,서귀포,2022-11-29 3:00,19.7,2.3,250,,,10
189,서귀포,2022-11-29 4:00,19.4,2.8,270,,,10
189,서귀포,2022-11-29 5:00,19.3,2.2,250,,,10
189,서귀포,2022-11-29 6:00,18.9,2.1,230,,,9
189,서귀포,2022-11-29 7:00,18.8,1.3,360,,,8
189,서귀포,2022-11-29 8:00,19.4,1.6,20,,0,10
189,서귀포,2022-11-29 9:00,19,1.1,180,,0.1,10
189,서귀포,2022-11-29 10:00,20,1.5,250,,0.1,10
189,서귀포,2022-11-29 11:00,20.6,0.5,20,,0,10
189,서귀포,2022-11-29 12:00,20.7,0.9,20,,0,10
189,서귀포,2022-11-29 13:00,20.4,1.2,160,,0.1,8
189,서귀포,2022-11-29 14:00,19.8,2.5,180,,0.4,10
189,서귀포,2022-11-29 15:00,18.9,2,180,,0,10
189,서귀포,2022-11-29 16:00,18,1.7,180,,0,10
189,서귀포,2022-11-29 17:00,17.4,1.5,200,,0,10
189,서귀포,2022-11-29 18:00,16.3,1.1,270,,0,10
189,서귀포,2022-11-29 19:00,16.6,0.6,320,,,10
189,서귀포,2022-11-29 20:00,15.8,1.5,50,,,1
189,서귀포,2022-11-29 21:00,15.8,0.7,360,,,10
189,서귀포,2022-11-29 22:00,15.9,2.1,230,,,10
189,서귀포,2022-11-29 23:00,15.5,0.9,140,,,10
189,서귀포,2022-11-30 0:00,14.8,2.5,200,,,10
189,서귀포,2022-11-30 1:00,14.3,1.4,230,,,10
189,서귀포,2022-11-30 2:00,13.7,1.2,180,,,10
189,서귀포,2022-11-30 3:00,13,0.7,140,,,10
189,서귀포,2022-11-30 4:00,11.9,1.7,50,,,9
189,서귀포,2022-11-30 5:00,10.9,1.7,50,,,10
189,서귀포,2022-11-30 6:00,10.4,0.9,140,,,10
189,서귀포,2022-11-30 7:00,9.8,0.9,50,,,10
189,서귀포,2022-11-30 8:00,8.7,2.1,20,,0,10
189,서귀포,2022-11-30 9:00,8.8,1.7,50,,0,10
189,서귀포,2022-11-30 10:00,8.3,2.3,180,,0,10
189,서귀포,2022-11-30 11:00,8.5,0.9,200,,0,10
189,서귀포,2022-11-30 12:00,8.2,1.5,140,,0,10
189,서귀포,2022-11-30 13:00,7.5,3.2,200,,0,10
189,서귀포,2022-11-30 14:00,7.2,1,110,,0,9
189,서귀포,2022-11-30 15:00,7.7,3.6,180,,0,9
